protocol,domain_name,address,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,having_ip_address,shortening_service,https_token,abnormal_url,domain_registration_length,age_of_domain,dns_record,statistical_report
http,www.himeyashop.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.jlist.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.clubspooey.com,spooey/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.densetsu.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.animetric.com,bgames.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.jmate.com,home.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.three-musketeers.net,mike/animeopinions.html,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.somethingawful.com,hentai/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,aetus_kane/reviews.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.hentaineko.com,html_peekv/peek_vgames.shtml,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.asahi-net.or.jp,~uz9y-ab/yaoicomic.htm,0,0,0,1,2,0,0,1,1,1,1,1,1
http,www.geocities.com,tokyo/villa/9953/yaoimain.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.commonastherain.com,eros.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,anime3/hoshinokaze/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.discarnate.com,boysnextdoor/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,spirestudio/index.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,me3/mandaplay/index.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,tokyo/courtyard/9155/carosmen.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,members.tripod.com,~cheekokr/enter.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.aoihayashi.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,shinji_is_my_man/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cruelangel.net,divinitas/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,death_of_ase.tripod.com,dt/twisteddesire.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.orchidveil.net,trapdoor/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,roryheadmav/main.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,anime4/wildefyre/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,goth2/azrael/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,m.webring.com,hub?ring=yaoi28,0,0,0,0,0,0,0,1,1,1,1,1,1
http,onami.free.fr,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,obsidianblaze/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,p080.ezboard.com,badragonballyaoirpg,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pureyaoi.org,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.clubclassic.net,yaoi.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,apple_toh/index.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.gongaga.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,goth/doujinshi_rapture/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,geocities.com,plugplaymanga/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.kinu-sekigushi.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.geocities.com,can_it_be_sin/index_2.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,community.livejournal.com,jrockyaoi/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,arachnoid.reverie-noire.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,totchi.tripod.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,home.arcor.de,jrock-yaoi/index2.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.dtwins.co.uk,jfic/efiction30/index.php,0,0,0,0,2,0,0,1,1,1,1,1,1
http,members.tripod.com,starchan/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,hushie_hush/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cursedmoons.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.worldshaking.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.shoujoai.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,anime2/yurifics/index.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,groups.yahoo.com,group/lilypetalsandfallendewdrops/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.privateholes.com,anime/anime-sex/index6.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.privateholes.com,anime/anime-asia/index6.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.anime-hentai-cartoons.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,idd00788.eresmas.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.applicot.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,adultcompass.com,avs/0/1/acw/index.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.adult-anime-hentai.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.emuck.com:3000,archive/egan.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,danoday.com,summit.shtml,0,0,0,0,0,0,0,1,1,1,1,1,1
http,groups.yahoo.com,group/voice_actor_appreciation/links/events_and_appearanc_000985383761/,2,0,0,0,0,0,0,1,1,1,1,1,1
http,voice-international.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.livinglegendsltd.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,voicechasers.com,forum/viewforum.php?f=8,0,0,0,0,0,0,0,1,1,1,1,1,1
http,hollywoodcollectorshow.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,hollywood/hills/8944/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,asifa.proboards61.com,index.cgi?action=calendarviewall,0,0,0,0,0,0,0,1,1,1,1,1,1
http,groups.yahoo.com,group/voice_actor_appreciation/cal///group/voice_actor_appreciation/?v=42&amp;pos=,1,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0267724/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pamelynferdin.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pamferdin.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.monkeydog.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,teamknightrider.com,cast/plato/plato.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0281486/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,anp.awn.com,anifest-3.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.awn.com,mag/issue1.7/articles/kowlaskidi1.7.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.awn.com,mag/issue2.7/2.7pages/2.7jacksonjones.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.awn.com,mag/issue1.9/articles/kowlagrinch1.9.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0004931/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,database/showactor.php?actorid=1251,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.vortex.com,av.html#jayward1,0,0,0,0,0,0,1,1,1,1,1,1,1
http,starbulletin.com,96/07/11/features/story3.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,anp.awn.com,juneforay.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cerias.purdue.edu,homes/spaf/yucks/v2/msg00061.html,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.awn.com,mag/issue5.03/5.03pages/evanierforay.php3,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.awn.com,mag/issue4.02/4.02pages/foraylittlejohn.php3,0,0,0,0,0,0,0,1,1,1,1,1,1
http,archives.seattletimes.nwsource.com,cgi-bin/texis.cgi/web/vortex/display?slug=voic29&amp;date=20000629,2,0,0,0,2,0,0,1,1,1,1,1,1
http,www.geocities.com,enchantedforest/dell/8545/fraley.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0289710/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,database/showactor.php?actorid=1133,0,0,0,0,0,0,0,1,1,1,1,1,1
http,patfraley.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,nerf-herders-anonymous.net,patfraley.html,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.vasta.org,professional_index/fraleyp.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,news.toonzone.net,2000/oct/27/hearing_voices.php#pat_on_the_head,0,0,0,0,0,0,0,1,1,1,1,1,1
http,members.tripod.com,~leemichaelwithers/sfh.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.radiospirits.com,onradio/meethost_sf.asp,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0292677/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,freberg.westnet.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.aarp.org,mmaturity/mar_apr00_preview/creators.html#freberg,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cosmik.com,aa-october99/stan_freberg.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.tsimon.com,freberg.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.firezine.net,issue6/fz6_07.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.thehutch.com,rabhutch/freberg.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.povonline.com,cols/col051.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.povonline.com,2001/news060901.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.austinchronicle.com,issues/dispatch/1999-12-10/music_feature3.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.dawsbutler.com,freberg.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,freberg.westnet.com,list.html,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.rhino.com,features/75645p.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,hitcomedy.com,index.html?/act/freberg/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cyberonic.net,~atrain/comedy/freberg.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.povonline.com,cols/col102.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,freberg.westnet.com,hear_it.html,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.epinions.com,musc-album-musc-freberg__stan/tk_~mm032.1.2,0,0,0,0,0,0,0,1,1,1,1,1,1
http,citypaper.net,articles/091699/mus.stan.shtml,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.crispinfreeman.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.reelradio.com,gifts/frees.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.spookytoms.com,paul_frees_tribute.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.hollowhill.com,gm/library/frees.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.dvdtalk.com,dvdsavant/s74frees.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0293659/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,database/showactor.php?actorid=1248,0,0,0,0,0,0,0,1,1,1,1,1,1
http,bakerstreetdozen.com,frewernews.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0001242/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,enchantedforest/dell/8545/va.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,ut/rtoons/actors.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,hollywood/lot/2636/voiceacting/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,philbass_2000/narrators.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,doreen.mkbmemorial.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,televisioncity/taping/6785/index.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.keyframeonline.com,kf.php?op=voic,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0304000/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.taoslandandfilm.com,bradentnwkly.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0004951/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,kathygarver.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0308744/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.dickgautier.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.dangilvezan.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0319737/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0330015/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.tv-now.com,stars/gotfried.html,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.cdaccess.com,html/pc/midmovie.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,genetic_mishap.tripod.com,landofthreenamedpeople/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.angelfire.com,celeb/starzbios/gottfried_g.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,us.imdb.com,name/nm0331906/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www-tech.mit.edu,v110/n37/gilber.37a.html,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www-tech.mit.edu,v110/n38/lsc.38a.html,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.octopusmediaink.com,gilbertgottfried.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,citypaper.net,articles/022996/article001.shtml,0,0,0,0,0,0,0,1,1,1,1,1,1
http,jam.canoe.ca,movies/artists/g/gottfried_gilbert/1997/02/21/758674.html,2,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,database/showactor.php?actorid=2148,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.kylehebert.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.post-gazette.com,magazine/19990223voicetalent1.asp,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.serkworks.com,roommates/index.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.armory.com,~keeper/jesshirt.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.voicechasers.com,database/showactor.php?actorid=1220,0,0,0,0,0,0,0,1,1,1,1,1,1
http,docharris.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.lushmedia.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.dav-productions.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.ccvideo.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.blueyed.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.koalatv.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.goaggressive.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.emblemma.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.killingtimeproductions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rollingrproductions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.roadrecords.com,clientlist.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.gamebeatinc.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,members.tripod.com,kcepap/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.audiolinks.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,business.fortunecity.com,tisch/809/gold.htm,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.harkproductions.com,audio.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.broadsideinteractive.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.celticharper.com,wolfhawk.html,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.geocities.com,svendesign/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.thincgrafx.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.vcpresentations.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.transmediaproject.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.informationexperts.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pluribusmedia.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.e-nimation.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.somme.no,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,paulmaple.co.uk,media/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.cell-media.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.concisegroup.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.allvid.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.imacron.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.reelized.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.avrs.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.videomagicpro.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.swerdlow.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.jnproductions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pepperjam.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.pageviews.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.podiums.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.pagearnold.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.quadrapromotions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.qxest.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.quisma.de,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.quirk.biz,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.top-website-promotion.co.uk,,0,0,0,1,2,0,0,1,1,1,1,1,1
http,www.redcarpetweb.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rocketlist.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.registersuccess.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.raise-your-sites.co.uk,,0,0,0,1,2,0,0,1,1,1,1,1,1
http,www.reinventbusiness.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rainstormconsulting.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.resortwebmarketing.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rbimedia.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.receptional.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rankhigh.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.redzoneglobal.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.raisemyrank.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.registereverywhere.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rankingman.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rankforsales.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.econnects.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rankmagic.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.relevanttraffic.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.ranks.nl,consultancy/,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.ranbury.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rugles.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.redlineseo.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.refreshweb.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rstwebsolutions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.reidtechnologies.ca,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rtproservices.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.room214.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.seo-websitepromotion.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.rankuno.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.roadmap-placement.com,,0,0,0,1,0,0,1,1,1,1,1,1,1
http,www.rimmkaufman.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.rossjackson.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.raspberrymarketing.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.ranksubmit.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.rankhigh.biz,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.top-search-engine-ranking.co.uk,,0,0,0,1,2,0,0,1,1,1,1,1,1
http,www.rapidblue.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.ringjohn.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,riseinteractive.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.group41.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.sagerock.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.submit-url.net,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.searchengineer.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.submission-pro.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.searchenginedesign.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.submit-pro.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.sixtop.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.spiderbait.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.searchintelligence.ca,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.singlethrow.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.sitelynx.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.searchengineserious.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.submitnet.net,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchsummit.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.searchenginewiz.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.slickwebz.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchenginetechnologies.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.seoanalysis.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchenginepatrol.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchanalysts.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.sitesolutions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.stickyeyes.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.skipechert.com,,0,0,0,0,0,0,1,1,1,1,1,1,1
http,www.sitepropel.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchenginepeople.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.submit-away.com,,0,0,0,1,0,0,0,1,1,1,1,1,1
http,www.submitawebsite.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.superwebsitepromotion.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.successpromotions.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.siteblaster.co.uk,,0,0,0,0,2,0,0,1,1,1,1,1,1
http,www.searchinnovation.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.submittoday.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.searchmar.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.seoinc.com,,0,0,0,0,0,0,0,1,1,1,1,1,1
http,www.foryoursoft.com,hypercalendar/,0,0,0,0,0,0,1,1,1,1,1,1,1
